FID,Country,Admin1,Facility_n,Facility_t,Ownership,Lat,Long,LL_source,facility_id,facility_name,exposed_dates,first_exposure,last_exposure,index_admin1,adm1_name,adm1_name1,adm1_name2,adm1_name3,adm1_pcode,adm0_name,adm0_name1,adm0_name2,adm0_name3,adm0_pcode,valid_on,valid_to,area_sqkm,version,lang,lang1,lang2,lang3,adm1_ref_name,center_lat,center_lon
55879,South Sudan,Unity,Nyathar Primary Health Care Unit,Primary Health Care Unit,MoH,9.3117,29.977,GPS,1091,Nyathar Primary Health Care Unit,272,2021-10-24,2025-02-05,5,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
56004,South Sudan,Upper Nile,Makal Primary Health Care Unit,Primary Health Care Unit,MoH,9.6204,31.6505,GPS,1216,Makal Primary Health Care Unit,254,2021-10-26,2025-12-15,6,Upper Nile,,,,SS07,South Sudan,,,,SS,2022-12-19,,77235.24383485,v03,en,,,,Upper Nile,10.11292257,32.78939091
55913,South Sudan,Unity,Tuet Primary Health Care Unit,Primary Health Care Unit,MoH,8.8436,29.7542,GPS,1125,Tuet Primary Health Care Unit,251,2015-12-09,2025-12-31,5,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
55844,South Sudan,Unity,Khal Jaak Primary Health Care Centre,Primary Health Care Centre,MoH,9.2761,29.5365,GPS,1056,Khal Jaak Primary Health Care Centre,250,2021-11-25,2024-01-12,5,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
55555,South Sudan,Jonglei,Wernyol Primary Health Care Centre,Primary Health Care Centre,MoH,7.3285,31.4149,GPS,768,Wernyol Primary Health Care Centre,240,2020-09-22,2023-03-05,2,Jonglei,,,,SS03,South Sudan,,,,SS,2022-12-19,,121917.69877381,v03,en,,,,Jonglei,7.62046957,32.14872958
55919,South Sudan,Unity,Waak Primary Health Care Centre,Primary Health Care Centre,MoH,8.9297,29.6162,GPS,1131,Waak Primary Health Care Centre,225,2015-02-03,2025-01-26,5,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
55474,South Sudan,Jonglei,Maar Pifca Primary Health Care Unit,Primary Health Care Unit,MoH,6.9022,31.3715,GPS,687,Maar Pifca Primary Health Care Unit,224,2020-09-16,2022-12-17,2,Jonglei,,,,SS03,South Sudan,,,,SS,2022-12-19,,121917.69877381,v03,en,,,,Jonglei,7.62046957,32.14872958
55933,South Sudan,Upper Nile,Alel Primary Health Care Unit,Primary Health Care Unit,MoH,9.4577,31.6083,GPS,1145,Alel Primary Health Care Unit,173,2021-10-24,2025-12-17,6,Upper Nile,,,,SS07,South Sudan,,,,SS,2022-12-19,,77235.24383485,v03,en,,,,Upper Nile,10.11292257,32.78939091
55828,South Sudan,Unity,Dhor Thier Primary Health Care Unit,Primary Health Care Unit,MoH,8.126,29.983,GPS,1040,Dhor Thier Primary Health Care Unit,160,2020-10-05,2022-03-01,5,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
54837,South Sudan,Central Equatoria,Gondokoro Primary Health Care Unit,Primary Health Care Unit,MoH,4.9128,31.6534,GPS,58,Gondokoro Primary Health Care Unit,153,2015-01-23,2025-11-08,0,Central Equatoria,,,,SS01,South Sudan,,,,SS,2022-12-19,,43083.15547127,v03,en,,,,Central Equatoria,4.8792884,31.45163965
55836,South Sudan,Unity,Guit Primary Health Care Centre,Primary Health Care Centre,MoH,9.1583,29.9106,Geonames,1048,Guit Primary Health Care Centre,137,2022-10-26,2025-12-21,5,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
55843,South Sudan,Unity,Kedat Primary Health Care Unit,Primary Health Care Unit,MoH,9.131,30.0615,GPS,1055,Kedat Primary Health Care Unit,136,2021-11-23,2024-02-10,5,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
56041,South Sudan,Upper Nile,Papojo Primary Health Care Unit,Primary Health Care Unit,MoH,9.5076,30.9416,GPS,1253,Papojo Primary Health Care Unit,127,2021-10-15,2025-12-23,6,Upper Nile,,,,SS07,South Sudan,,,,SS,2022-12-19,,77235.24383485,v03,en,,,,Upper Nile,10.11292257,32.78939091
55520,South Sudan,Jonglei,Paliau Primary Health Care Centre,Primary Health Care Centre,MoH,6.9601,31.3784,GPS,733,Paliau Primary Health Care Centre,124,2020-09-28,2023-12-31,2,Jonglei,,,,SS03,South Sudan,,,,SS,2022-12-19,,121917.69877381,v03,en,,,,Jonglei,7.62046957,32.14872958
56025,South Sudan,Upper Nile,Nyibod Primary Health Care Unit,Primary Health Care Unit,MoH,9.4873,31.0093,GPS,1237,Nyibod Primary Health Care Unit,115,2021-10-31,2025-12-28,6,Upper Nile,,,,SS07,South Sudan,,,,SS,2022-12-19,,77235.24383485,v03,en,,,,Upper Nile,10.11292257,32.78939091
55484,South Sudan,Jonglei,Mandeng _Fangak Primary Health Care Unit,Primary Health Care Unit,MoH,9.389,30.8344,GPS,697,Mandeng _Fangak Primary Health Care Unit,112,2021-09-22,2022-11-18,2,Jonglei,,,,SS03,South Sudan,,,,SS,2022-12-19,,121917.69877381,v03,en,,,,Jonglei,7.62046957,32.14872958
56182,South Sudan,Warrap,Titcok Primary Health Care Unit,Primary Health Care Unit,MoH,8.9446,28.2869,GPS,1391,Titcok Primary Health Care Unit,103,2021-09-29,2024-11-30,7,Warrap,,,,SS08,South Sudan,,,,SS,2022-12-19,,35855.47592998,v03,en,,,,Warrap,7.88537403,28.96914084
55875,South Sudan,Unity,Nile Gangah B-V Primary Health Care Centre,Primary Health Care Centre,MoH,9.2919,29.7952,GPS,1087,Nile Gangah B-V Primary Health Care Centre,100,2021-11-09,2025-01-09,5,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
55417,South Sudan,Jonglei,Atar Primary Health Care Unit,Primary Health Care Unit,MoH,9.3385,31.4078,GPS,630,Atar Primary Health Care Unit,93,2021-10-17,2025-02-05,2,Jonglei,,,,SS03,South Sudan,,,,SS,2022-12-19,,121917.69877381,v03,en,,,,Jonglei,7.62046957,32.14872958
55954,South Sudan,Upper Nile,Dome Primary Health Care Unit,Primary Health Care Unit,MoH,8.8801,32.5723,GPS,1166,Dome Primary Health Care Unit,92,2015-01-02,2023-01-07,6,Upper Nile,,,,SS07,South Sudan,,,,SS,2022-12-19,,77235.24383485,v03,en,,,,Upper Nile,10.11292257,32.78939091
55818,South Sudan,Unity,Boaw Primary Health Care Centre,Primary Health Care Centre,MoH,8.8438,29.7296,GPS,1030,Boaw Primary Health Care Centre,88,2021-09-22,2025-02-10,5,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
55667,South Sudan,Lakes,Shambe Primary Health Care Centre,Primary Health Care Centre,MoH,7.1057,30.7738,GPS,880,Shambe Primary Health Care Centre,77,2015-01-07,2025-12-04,3,Lakes,,,,SS04,South Sudan,,,,SS,2022-12-19,,43185.80680932,v03,en,,,,Lakes,6.75395894,30.0952285
55852,South Sudan,Unity,Lae Diit Primary Health Care Unit,Primary Health Care Unit,MoH,7.4577,30.4011,GPS,1064,Lae Diit Primary Health Care Unit,76,2020-09-27,2021-03-12,5,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
55560,South Sudan,Jonglei,Yomcllr Primary Health Care Unit,Primary Health Care Unit,MoH,6.5405,31.5326,GPS,773,Yomcllr Primary Health Care Unit,68,2020-08-14,2021-02-16,2,Jonglei,,,,SS03,South Sudan,,,,SS,2022-12-19,,121917.69877381,v03,en,,,,Jonglei,7.62046957,32.14872958
55411,South Sudan,Jonglei,Alela Primary Health Care Unit,Primary Health Care Unit,MoH,9.3783,31.3078,GPS,624,Alela Primary Health Care Unit,66,2021-11-23,2025-12-14,2,Jonglei,,,,SS03,South Sudan,,,,SS,2022-12-19,,121917.69877381,v03,en,,,,Jonglei,7.62046957,32.14872958
55530,South Sudan,Jonglei,Patiou Primary Health Care Unit,Primary Health Care Unit,MoH,6.7758,31.4085,GPS,743,Patiou Primary Health Care Unit,63,2020-08-15,2023-02-23,2,Jonglei,,,,SS03,South Sudan,,,,SS,2022-12-19,,121917.69877381,v03,en,,,,Jonglei,7.62046957,32.14872958
55526,South Sudan,Jonglei,Panyagor Primary Health Care Centre,Primary Health Care Centre,MoH,7.2058,31.3988,Geonames,739,Panyagor Primary Health Care Centre,59,2021-11-09,2023-02-14,2,Jonglei,,,,SS03,South Sudan,,,,SS,2022-12-19,,121917.69877381,v03,en,,,,Jonglei,7.62046957,32.14872958
