date,inundation_km2,population_exposed_est,crop_exposed_km2,rangeland_exposed_km2,cattle_exposure_index,flooded_cells,health_facilities_exposed
2016-12-24,696.9277389307617,52.49981480836868,29.578228058504386,367.3245797065657,32769829.332937047,13145,0
2016-12-25,435.423115960571,33.01755312085152,10.980613490843577,197.7223434096149,18885946.853945304,8218,0
2016-12-26,435.7148799724736,13.303498804569244,21.352659096394067,168.17635979888877,24950159.86824868,8212,0
2016-12-27,482.28744765256533,10.306894987821579,9.84965894600757,116.58212134787894,22491612.36239512,9097,1
2016-12-28,316.8212757945095,0.0,18.466238260345378,87.02406433634114,18732160.075807564,5966,1
2016-12-29,700.0840278831428,19.94738331437111,14.823605719175136,195.19807657818885,29038669.083847467,13210,1
2016-12-30,319.8655347839912,2.4270540475845337,13.173144478049332,111.72915913837424,14753988.285867615,6035,0
2016-12-31,672.4187592741142,51.07123680412769,18.762013270691206,276.85994738538767,28374411.279983014,12691,1
2017-01-01,468.53150151421346,14.116980984807014,7.938520011994315,220.86570112636372,17515193.58365612,8849,0
2017-01-02,683.9491115513927,15.43110303580761,20.238150411251052,401.76111817004784,27951888.946248367,12907,0
2017-01-03,856.7739586068043,18.458306863904,10.08658423889937,467.1383823063198,29660941.409143217,16174,0
2017-01-04,733.7966248065455,17.764220774173737,21.508497424464686,355.8370709015008,30836430.43870407,13830,0
2017-01-05,943.2775150204457,35.74517897516489,15.117630768236273,267.8987414186225,37898293.42757633,17789,1
2017-01-06,486.2454319622254,0.9159240126609802,15.88326141144464,131.4981242018402,21718508.019157518,9154,0
2017-01-07,840.0885539253752,26.49922562390566,17.858994502212177,256.3630993862376,35106078.44199806,15833,0
2017-01-08,612.5370703266896,6.964560993015766,12.335337915976421,219.74607050018284,19976838.172380645,11542,0
2017-01-09,868.2992287263731,16.498850874602795,18.58609733034264,389.16500799910415,33074312.8842399,16373,0
2017-01-10,847.6338501790356,41.35669591277838,6.198898964549265,384.20895132526914,25081932.738104496,15986,0
2017-01-11,776.1837369355334,18.745260879397392,15.661875366855462,384.50598437680816,30553182.170831434,14641,0
2017-01-12,964.7920369857802,39.02819982171059,9.542456070919014,469.63710153465667,35766958.01762016,18214,0
2017-01-13,527.5930253364584,6.410905957221985,16.513789688477793,243.25025124207727,23897833.83532803,9945,0
2017-01-14,1001.926768125016,26.006521120667458,18.65836065543639,389.1504649522155,41352798.22995988,18904,0
2017-01-15,458.3017372995243,4.128441035747528,13.97593759440208,116.67171722965566,17245447.724021453,8627,0
2017-01-16,835.7247351393667,10.56846997141838,19.72563085707411,278.6613173360004,35517498.09275659,15753,1
2017-01-17,510.4354043839657,3.267242968082428,7.105019496418021,151.0379859844407,19636947.23535015,9627,0
2017-01-18,656.4372689690598,2.0930150151252747,16.215194676244305,237.38668413468008,29976570.01556597,12375,0
2017-01-19,702.9594747241714,6.004891961812973,6.853670551675752,224.80706479556565,27278441.492839873,13264,0
2017-01-20,478.7876930014288,0.2135159969329834,16.900571197315262,129.58140856379532,23807638.030004527,9015,0
2017-01-21,758.387659702647,10.85496398806572,12.787708569062989,161.6231832090511,31080087.78019451,14302,0
2017-01-22,322.7087904217874,2.5190150141716003,10.859713403701196,72.2360081855028,15895501.312192118,6078,0
2017-01-23,560.8053908767871,6.042044043540955,13.309821490949455,127.04444848395538,25468730.970325958,10570,0
2017-01-24,270.743972218762,1.1294400095939636,7.1475779953397325,40.12040014876807,12334687.241890326,5102,0
2017-01-25,442.82867873879326,0.40352100133895874,16.00522000473731,104.85180426692031,23709359.8427264,8337,0
2017-01-26,281.49114400000667,1.2068319916725159,5.1579823023207965,46.45791362703252,13778523.459998144,5301,0
2017-01-27,376.2588899670327,0.6468290090560913,14.79856569859583,79.90418768482824,21520330.905359287,7077,0
2017-01-28,365.81226776339133,33.06829386949539,9.571479651259743,72.735956257947,18945087.87004822,6891,1
2017-01-29,214.71735770494303,28.2412109375,10.062788091526276,42.15511791340748,12797107.725833928,4042,1
2017-01-30,302.75899412980357,0.0,11.782469782647,64.30928059357466,15396561.837092763,5704,0
2017-01-31,145.56674604078407,1.6030910015106201,6.726448710252776,19.201805684789583,7603635.40803677,2740,0
2017-02-01,367.41665133760245,1.6030910015106201,14.913965962277572,83.37268938845872,19540522.581792377,6918,0
2017-02-02,163.29319566852715,0.0,3.5538718825285716,18.78656069906132,7488421.665506037,3071,0
2017-02-03,255.92747370226755,0.0,12.824840205675349,47.47843637147465,15926833.591150727,4816,0
2017-02-04,150.96780328124999,0.0,4.093166264146498,15.56357110586043,7124337.391054318,2840,0
2017-02-05,217.44655163979976,0.0,9.00622651046228,22.54178121859071,11824634.703474777,4087,0
2017-02-06,463.86857202764963,44.31966897845268,12.85655028121855,113.89107845258567,19335715.5171474,8739,0
2017-02-07,246.82420746801148,0.0,11.03272396834486,35.39053004861801,13373135.686191931,4637,0
2017-02-08,486.6784841212618,42.652642995119095,12.407041832048863,115.9475802234684,23032700.840502277,9168,1
2017-02-09,183.52255516550827,9.148408830165863,5.823186481340308,17.517070207555395,9289218.284835894,3458,0
2017-02-10,235.53185661891135,8.232484817504883,11.174835756708962,30.590881843530827,16217383.44983141,4434,0
2017-02-11,135.30424371536944,0.9159240126609802,3.4950778097002364,10.98109187997676,8191816.783864915,2553,0
2017-02-12,224.08805970711788,0.0,10.433874276495498,20.88822978595103,15895768.202418601,4214,0
2017-02-13,182.99796325361817,2.9254690408706665,4.090619281326487,14.00309024720433,11182997.693985846,3440,0
2017-02-14,133.68408057083704,0.0,5.628810375895492,13.307451514562537,9988232.129376754,2511,0
2017-02-15,111.84929574757639,0.2135159969329834,2.0179303058033824,6.545404374146251,5122838.981556944,2104,0
2017-02-16,45.8208920071138,0.2135159969329834,2.437058900579447,3.8685733556099406,3311185.1456614453,865,0
2017-02-17,133.37745418877114,0.2135159969329834,5.395997755951291,10.39788426657215,8193154.884555633,2514,0
2017-02-18,44.7710341519559,0.0,2.4385005924848455,3.3425638915054825,4088543.5506174676,845,0
2017-02-19,118.61790773686543,0.0,8.988602857305,20.939667102575022,9372725.357036393,2230,0
2017-02-20,122.71726999033126,0.0,7.409334583420908,28.106182340058663,7099174.136219393,2305,0
2017-02-21,210.3844000193401,0.0,7.872989541532439,36.94290194317737,11584427.291732205,3953,0
2017-02-22,153.46619869577566,0.0,4.350867304452348,18.584502461331333,7943196.183652835,2885,0
2017-02-23,97.80746577847981,0.0,3.9181105421806577,10.937539254239823,6323839.923208599,1842,0
2017-02-24,80.36483458141568,0.2135159969329834,2.647978540070716,7.055798435893144,5934272.448594869,1516,0
2017-02-25,119.19268553884655,24.068193018436432,1.1139456611269785,31.150877136496604,5991912.588825577,2251,0
2017-02-26,168.46764494536936,9.693739913403988,6.4243024423050255,29.404144863464023,11442525.142478991,3176,0
2017-02-27,177.2033711816512,69.85312845557928,2.501688958189028,30.847036771779575,6701678.516150561,3342,1
2017-02-28,196.9942614262848,0.9159240126609802,9.20363932221655,24.689625115676858,11082216.517106188,3705,0
2017-03-01,182.11603958984068,5.516355097293854,4.956327203898044,21.437560081525803,9380398.073168168,3430,0
2017-03-02,160.41888249755613,0.0,6.787440878169386,19.097074856186467,10633831.958369203,3017,0
2017-03-03,241.7024966429981,31.71810495853424,10.489980378382317,36.99888309775224,13069157.379952684,4549,1
2017-03-04,146.4519422727221,0.0,8.523215575682933,19.647026800975738,8542420.006958524,2759,0
2017-03-05,216.16338919026953,30.2763729095459,7.568648485320089,27.88111789974178,11617058.536244618,4072,2
2017-03-06,152.9883563116464,28.66596892476082,2.760168338943048,12.729884797688305,8239216.417478186,2882,1
2017-03-07,229.48399468232572,32.12240996956825,10.14325455523162,30.561720263576255,15356115.071026117,4318,1
2017-03-08,188.38157868849643,29.263317942619324,5.258978242957569,17.823126811495637,10635838.342370128,3540,1
2017-03-09,173.30745785201518,0.0,6.828791757375916,15.80275287469502,11866809.35335954,3259,0
2017-03-10,145.653041329609,0.0,4.505345097668186,12.59773590940468,8334654.811360669,2742,0
2017-03-11,127.51715681716796,0.0,4.656915084920176,12.587429074395297,8152839.492846694,2402,0
2017-03-12,113.10222241714688,0.0,4.076024143479845,12.538080250982501,7689277.960525508,2132,0
2017-03-13,90.04316966110126,0.0,2.649865799070268,9.513580698493948,5230330.698978711,1697,0
2017-03-14,121.41178490898383,0.0,3.1225811617202286,8.825580495395675,7831549.826957599,2285,0
2017-03-15,71.42719951223309,0.0,1.6918826823164996,3.7716499107245065,4359668.762279455,1345,0
2017-03-16,96.48136155557587,0.0,3.750958877891549,8.337635179765293,7102175.390882148,1817,0
2017-03-17,51.804797528141876,0.0,1.0018673282694448,2.3409377145219556,2526622.115371505,975,0
2017-03-18,78.15972136576697,0.0,0.8460360881357286,4.157900572642517,4460720.164001704,1470,0
2017-03-19,113.60769539290922,0.2135159969329834,1.7475793632063195,7.610701675607639,6753981.558812784,2139,0
2017-03-20,92.3311976804798,0.0,3.972636505865126,9.459937264858219,6559275.313689176,1739,0
2017-03-21,99.88853086134979,0.0,4.022341256047136,12.594786039116991,7381894.682354988,1883,0
2017-03-22,48.88095141478336,0.0,1.2221775100927073,3.831787995179225,2160201.458513188,920,0
2017-03-23,119.04984105320712,0.0,8.516284546932317,28.837724045122044,6989340.603691759,2236,0
2017-03-24,140.32732779469066,0.0,10.223544515710051,39.06343820521791,5879793.561272856,2633,0
2017-03-25,159.76148392477174,0.0,7.0665663625824795,27.85820252347414,6709079.16872553,3000,0
2017-03-26,134.88221642330342,28.2412109375,3.229334818745853,14.745189032293732,4560306.967186644,2534,1
2017-03-27,104.05176223197712,0.0,3.4342158387106303,16.979019247891518,3111239.5800855253,1956,0
2017-03-28,104.56323106096795,28.2412109375,2.6411473395130978,10.384440503601695,4082532.550298781,1966,1
2017-03-29,39.50614960169286,0.0,1.372418295595795,3.557511676072806,1573561.7045137375,745,0
2017-03-30,62.88824691012233,0.2135159969329834,2.1301226339221935,6.819182052745461,3338256.7189751957,1180,0
2017-03-31,76.0487728160882,0.2135159969329834,1.3796266854358983,5.795352778730339,4382122.774531198,1429,0
2017-04-01,148.32566798399304,0.2135159969329834,3.8805317039174403,15.33929633131463,9258258.799096566,2786,0
2017-04-02,212.6091213901513,0.4054970145225525,5.6293451137514525,28.960230974082027,11540619.170469617,3995,0
