lon,lat,exposed_dates,mean_population,cumulative_person_date_exposure,index_right,adm1_name,adm1_name1,adm1_name2,adm1_name3,adm1_pcode,adm0_name,adm0_name1,adm0_name2,adm0_name3,adm0_pcode,valid_on,valid_to,area_sqkm,version,lang,lang1,lang2,lang3,adm1_ref_name,center_lat,center_lon
29.715625762939453,9.013541221618652,812,2.9075738605607317,2360.9499747753143,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.711458206176758,9.288541793823242,812,0.39676215382191937,322.1708689033985,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.709375381469727,9.044791221618652,811,2.45213258281148,1988.6795246601105,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.71354103088379,9.290624618530273,811,0.16031214458874798,130.0131492614746,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.690624237060547,9.007291793823242,810,18.405072544239186,14908.10876083374,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.721874237060547,9.015625,808,13.00010092187636,10504.081544876099,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.684375762939453,9.003125190734863,808,10.312570188305166,8332.556712150574,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.64270782470703,9.144791603088379,807,3.074440117662281,2481.0731749534607,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.680208206176758,9.121874809265137,807,2.1903321063503753,1767.5980098247528,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.657291412353516,9.155208587646484,806,11.317458184717902,9121.87129688263,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.653125762939453,9.155208587646484,806,7.972599504011736,6425.9152002334595,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.738542556762695,9.384374618530273,805,0.9483113724252452,763.3906548023224,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.68229103088379,9.123958587646484,804,9.025445418571358,7256.458116531372,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.83854103088379,9.369791984558105,804,3.200493751473688,2573.196976184845,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.836458206176758,9.365625381469727,804,3.0713912141856863,2469.3985362052917,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.717708587646484,9.013541221618652,804,2.730152934048306,2195.0429589748383,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.686458587646484,9.011458396911621,804,1.1568418511407292,930.1008483171463,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.507291793823242,8.978124618530273,803,8.512496020695934,6835.534304618835,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.719791412353516,9.011458396911621,803,4.6228768822561905,3712.170136451721,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.646875381469727,9.067708015441895,803,3.46763077975804,2784.507516145706,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.83854103088379,9.367708206176758,803,0.5685362979899605,456.53464728593826,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.73645782470703,9.384374618530273,802,2.194976442472596,1760.3711068630219,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.671875,9.259374618530273,802,0.5444440311029962,436.64411294460297,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.655208587646484,9.155208587646484,801,18.03160940782259,14443.319135665894,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.707292556762695,8.990625381469727,801,0.862714533130179,691.0343410372734,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.82604217529297,9.357291221618652,801,0.7575415984521644,606.7908203601837,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
